179996,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,605565,12COB104013,12COB104013,No Information,General,School of Business,Integrated MBA (BBA+MBA),School of Business,Integrated MBA (BBA+MBA) 2012-2013 IV Sem VIII,,Fine Fee,0,0,0,0,0,9200,0,0,0,DUE REVERCE
179997,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,605566,12COB104014,12COB104014,No Information,General,School of Business,Integrated MBA (BBA+MBA),School of Business,Integrated MBA (BBA+MBA) 2012-2013 IV Sem VIII,,TUITION FEE,0,0,0,0,0,77000,0,0,0,DUE REVERCE
179998,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,605566,12COB104014,12COB104014,No Information,General,School of Business,Integrated MBA (BBA+MBA),School of Business,Integrated MBA (BBA+MBA) 2012-2013 IV Sem VIII,,Exam Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
179999,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,605566,12COB104014,12COB104014,No Information,General,School of Business,Integrated MBA (BBA+MBA),School of Business,Integrated MBA (BBA+MBA) 2012-2013 IV Sem VIII,,Fine Fee,0,0,0,0,0,9200,0,0,0,DUE REVERCE
180000,26-02-2016,2016-2017,2016-2017,AIE,RCPT,813324,15CCME101066,15CCME101066,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 V Sem IX,2.32E+11,TUITION FEE,0,149000,0,0,0,0,0,0,0,Cpecial Rebate to CtudentC
180001,26-02-2016,2016-2017,2016-2017,AIE,RCPT,813324,15CCME101066,15CCME101066,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,ME 2015-2016 V Sem IX,2.32E+11,Exam Fee,0,10000,0,0,0,0,0,0,0,Cpecial Rebate to CtudentC
180002,26-02-2016,2015-2016,2015-2016,AIE,RCPT,814561,15CAHC301001,15CAHC301001,Active,General,School of Humanities & Social Sciences,Ph.D Psychology,School of Humanities,PHD  psychology II Sem III,1.42E+11,TUITION FEE,0,50000,0,0,0,0,0,0,0,
180003,26-02-2016,2015-2016,2015-2016,AIE,RCPT,814561,15CAHC301001,15CAHC301001,Active,General,School of Humanities & Social Sciences,Ph.D Psychology,School of Humanities,PHD  psychology II Sem III,1.42E+11,Exam Fee,0,10000,0,0,0,0,0,0,0,
180004,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,600676,12COB104023,12COB104023,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,TUITION FEE,0,0,0,0,0,77000,0,0,0,DUE REVERCE
180005,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,600676,12COB104023,12COB104023,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Exam Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
180006,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,600676,12COB104023,12COB104023,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Fine Fee,0,0,0,0,0,8000,0,0,0,DUE REVERCE
180007,26-02-2016,2015-2016,2015-2016,AIE,RCPT,846968,13CECE103026,13CECE103026,No Information,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,ELECTRONICS AND COMMUNICATION ENGINEERING-2014-15 IV Sem VIII,2.42E+11,Fine Fee,0,200,0,0,0,0,0,0,0,
180008,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595680,12COB104031,12COB104031,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,TUITION FEE,0,0,0,0,0,77000,0,0,0,DUE REVERCE
180009,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595680,12COB104031,12COB104031,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Exam Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
180010,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595680,12COB104031,12COB104031,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Fine Fee,0,0,0,0,0,8000,0,0,0,DUE REVERCE
180011,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595672,12COB101181,12COB101181,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,TUITION FEE,0,0,0,0,0,77000,0,0,0,DUE REVERCE
180012,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595672,12COB101181,12COB101181,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Exam Fee,0,0,0,0,0,10000,0,0,0,DUE REVERCE
180013,26-02-2016,2015-2016,2015-2016,AIE,REVDUE,595672,12COB101181,12COB101181,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2012-2013 III Sem VI,,Fine Fee,0,0,0,0,0,8000,0,0,0,DUE REVERCE
180014,27-02-2016,2015-2016,2015-2016,AIE,RCPT,889345,11CETBT105019,11CETBT105019,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,1.12E+11,Degree/Convocation/Certificate fee,0,2100,0,0,0,0,0,0,0,
180015,27-02-2016,2015-2016,2015-2016,AIE,REVDUE,594187,13CBAC201015,13CBAC201015,Alumni,General,School of Basic & Applied Sciences,M.Sc. Forensic Sciences,School of Basic,M.Sc. Forensic Sciences 2013-2014 II Sem IV,,Fine Fee,0,0,0,0,0,5400,0,0,0,DUE REVERCE
